id_conta,id_cliente,perfil_investidor,data_abertura,created_at,updated_at
1088,5078,CONSERVADOR,2025-06-12,2025-06-12 08:22:49,2025-06-12 08:22:49
1089,5079,ARROJADO,2023-03-17,2023-03-17 08:54:20,2023-03-17 08:54:20
1090,5080,ARROJADO,2024-10-29,2024-10-29 12:59:03,2024-10-29 12:59:03
1091,5081,CONSERVADOR,2025-11-12,2025-11-12 08:21:11,2025-11-12 08:21:11
1092,5081,CONSERVADOR,2026-04-08,2026-04-08 09:31:27,2026-04-08 09:31:27
1093,5082,ARROJADO,2025-03-25,2025-03-25 10:36:23,2025-03-25 10:36:23
1094,5083,CONSERVADOR,2025-11-03,2025-11-03 11:26:53,2025-11-03 11:26:53
1095,5084,MODERADO,2024-07-23,2024-07-23 08:55:57,2024-07-23 08:55:57
1096,5085,CONSERVADOR,2024-01-22,2024-01-22 12:29:58,2024-01-22 12:29:58
1097,5086,MODERADO,2025-08-05,2025-08-05 15:18:38,2025-08-05 15:18:38
1098,5087,CONSERVADOR,2025-01-20,2025-01-20 13:39:29,2025-01-20 13:39:29
1099,5088,ARROJADO,2023-11-03,2023-11-03 18:14:10,2023-11-03 18:14:10
1100,5088,CONSERVADOR,2026-03-11,2026-03-11 09:11:12,2026-03-11 09:11:12
1101,5089,MODERADO,2023-11-08,2023-11-08 16:54:47,2023-11-08 16:54:47
1102,5090,CONSERVADOR,2023-03-22,2023-03-22 09:26:20,2023-03-22 09:26:20
1103,5091,CONSERVADOR,2025-01-11,2025-01-11 18:32:14,2025-01-11 18:32:14
1104,5092,CONSERVADOR,2025-01-28,2025-01-28 14:32:07,2025-01-28 14:32:07
1105,5093,ARROJADO,2026-05-14,2026-05-14 13:08:55,2026-05-14 13:08:55
1106,5094,CONSERVADOR,2024-02-02,2024-02-02 18:33:16,2024-02-02 18:33:16
1107,5095,MODERADO,2024-04-16,2024-04-16 17:09:04,2024-04-16 17:09:04
1108,5096,CONSERVADOR,2023-04-09,2023-04-09 13:16:48,2023-04-09 13:16:48
1109,5097,CONSERVADOR,2024-07-15,2024-07-15 08:15:22,2024-07-15 08:15:22
1110,5098,ARROJADO,2025-09-19,2025-09-19 10:29:26,2025-09-19 10:29:26
1111,5098,ARROJADO,2023-06-20,2023-06-20 08:42:36,2023-06-20 08:42:36
1112,5099,MODERADO,2023-04-13,2023-04-13 12:41:53,2023-04-13 12:41:53
1113,5100,CONSERVADOR,2023-08-12,2023-08-12 09:28:08,2023-08-12 09:28:08
1114,5101,ARROJADO,2025-09-07,2025-09-07 12:07:50,2025-09-07 12:07:50
1115,5102,CONSERVADOR,2024-06-15,2024-06-15 09:57:55,2024-06-15 09:57:55
1116,5103,CONSERVADOR,2024-10-22,2024-10-22 17:19:05,2024-10-22 17:19:05
1117,5103,ARROJADO,2025-01-21,2025-01-21 16:41:31,2025-01-21 16:41:31
1118,5104,CONSERVADOR,2023-04-27,2023-04-27 13:10:36,2023-04-27 13:10:36
1119,5105,CONSERVADOR,2026-01-13,2026-01-13 14:36:21,2026-01-13 14:36:21
1120,5106,CONSERVADOR,2025-11-18,2025-11-18 11:04:09,2025-11-18 11:04:09
1121,5107,ARROJADO,2024-11-22,2024-11-22 17:32:29,2024-11-22 17:32:29
1122,5108,MODERADO,2023-12-12,2023-12-12 10:39:46,2023-12-12 10:39:46
1123,5108,CONSERVADOR,2024-03-15,2024-03-15 14:34:40,2024-03-15 14:34:40
1124,5109,CONSERVADOR,2024-01-28,2024-01-28 13:50:37,2024-01-28 13:50:37
1125,5110,MODERADO,2023-01-25,2023-01-25 13:34:23,2023-01-25 13:34:23
1126,5111,MODERADO,2024-09-09,2024-09-09 11:02:17,2024-09-09 11:02:17
1127,5112,CONSERVADOR,2023-10-19,2023-10-19 08:54:14,2023-10-19 08:54:14
1128,5113,MODERADO,2024-10-30,2024-10-30 13:21:14,2024-10-30 13:21:14
1129,5114,CONSERVADOR,2026-06-19,2026-06-19 10:48:53,2026-06-19 10:48:53
1130,5114,CONSERVADOR,2024-11-16,2024-11-16 16:41:49,2024-11-16 16:41:49
1131,5115,ARROJADO,2024-10-09,2024-10-09 15:27:03,2024-10-09 15:27:03
1132,5116,CONSERVADOR,2026-04-29,2026-04-29 12:59:53,2026-04-29 12:59:53
1133,5116,CONSERVADOR,2025-01-06,2025-01-06 08:35:13,2025-01-06 08:35:13
1134,5117,ARROJADO,2025-05-07,2025-05-07 13:05:01,2025-05-07 13:05:01
1135,5118,MODERADO,2026-06-15,2026-06-15 10:33:57,2026-06-15 10:33:57
1136,5119,CONSERVADOR,2026-07-08,2026-07-08 13:37:50,2026-07-08 13:37:50
1137,5120,CONSERVADOR,2025-03-01,2025-03-01 11:45:47,2025-03-01 11:45:47
1138,5121,CONSERVADOR,2025-06-21,2025-06-21 11:48:10,2025-06-21 11:48:10
1139,5122,CONSERVADOR,2026-01-28,2026-01-28 14:33:12,2026-01-28 14:33:12
1140,5123,MODERADO,2025-10-03,2025-10-03 12:41:49,2025-10-03 12:41:49
1141,5124,ARROJADO,2024-05-29,2024-05-29 09:02:14,2024-05-29 09:02:14
1142,5125,CONSERVADOR,2025-12-25,2025-12-25 17:00:35,2025-12-25 17:00:35
1143,5126,CONSERVADOR,2025-11-14,2025-11-14 10:38:53,2025-11-14 10:38:53
1144,5126,MODERADO,2026-01-17,2026-01-17 12:14:38,2026-01-17 12:14:38
1145,5127,ARROJADO,2023-04-15,2023-04-15 11:53:37,2023-04-15 11:53:37
1146,5128,MODERADO,2025-04-14,2025-04-14 15:16:47,2025-04-14 15:16:47
1147,5129,MODERADO,2026-03-17,2026-03-17 17:58:29,2026-03-17 17:58:29
1148,5130,CONSERVADOR,2024-08-05,2024-08-05 08:52:06,2024-08-05 08:52:06
1149,5131,MODERADO,2023-05-03,2023-05-03 15:26:59,2023-05-03 15:26:59
1150,5131,MODERADO,2024-03-06,2024-03-06 12:36:49,2024-03-06 12:36:49
1151,5132,MODERADO,2023-10-02,2023-10-02 12:06:55,2023-10-02 12:06:55
1152,5133,MODERADO,2026-07-04,2026-07-04 11:43:47,2026-07-04 11:43:47
1153,5134,CONSERVADOR,2023-10-15,2023-10-15 10:06:26,2023-10-15 10:06:26
1154,5135,CONSERVADOR,2025-02-03,2025-02-03 15:56:42,2025-02-03 15:56:42
1155,5136,CONSERVADOR,2026-06-10,2026-06-10 17:13:09,2026-06-10 17:13:09
1156,5137,MODERADO,2024-05-17,2024-05-17 17:08:28,2024-05-17 17:08:28
1157,5138,CONSERVADOR,2025-01-31,2025-01-31 13:03:26,2025-01-31 13:03:26
1158,5139,CONSERVADOR,2024-06-22,2024-06-22 16:20:49,2024-06-22 16:20:49
1159,5140,ARROJADO,2023-12-01,2023-12-01 17:46:42,2023-12-01 17:46:42
1160,5141,MODERADO,2023-01-30,2023-01-30 15:14:20,2023-01-30 15:14:20
1161,5142,CONSERVADOR,2026-07-05,2026-07-05 18:23:35,2026-07-05 18:23:35
1162,5143,MODERADO,2025-08-27,2025-08-27 08:39:06,2025-08-27 08:39:06
1163,5144,CONSERVADOR,2025-07-22,2025-07-22 13:36:30,2025-07-22 13:36:30
1164,5144,CONSERVADOR,2026-05-14,2026-05-14 18:01:55,2026-05-14 18:01:55
1165,5145,MODERADO,2024-02-08,2024-02-08 18:54:36,2024-02-08 18:54:36
1166,5145,CONSERVADOR,2025-08-02,2025-08-02 14:46:41,2025-08-02 14:46:41
1167,5146,CONSERVADOR,2023-05-20,2023-05-20 14:37:22,2023-05-20 14:37:22
1168,5147,MODERADO,2025-06-29,2025-06-29 13:15:53,2025-06-29 13:15:53
1169,5148,MODERADO,2026-02-21,2026-02-21 18:06:41,2026-02-21 18:06:41
1170,5148,MODERADO,2024-07-10,2024-07-10 09:05:09,2024-07-10 09:05:09
1171,5149,ARROJADO,2025-05-08,2025-05-08 12:05:55,2025-05-08 12:05:55
1172,5150,MODERADO,2023-10-07,2023-10-07 16:37:57,2023-10-07 16:37:57
1173,5151,MODERADO,2025-09-03,2025-09-03 12:04:34,2025-09-03 12:04:34
1174,5152,CONSERVADOR,2024-06-19,2024-06-19 13:05:24,2024-06-19 13:05:24
1175,5153,MODERADO,2025-04-09,2025-04-09 08:52:22,2025-04-09 08:52:22
1176,5154,CONSERVADOR,2024-03-02,2024-03-02 13:31:00,2024-03-02 13:31:00
1177,5155,CONSERVADOR,2024-03-31,2024-03-31 09:32:05,2024-03-31 09:32:05
1178,5156,CONSERVADOR,2026-04-22,2026-04-22 14:08:22,2026-04-22 14:08:22
1179,5157,CONSERVADOR,2025-06-14,2025-06-14 15:10:30,2025-06-14 15:10:30
1180,5158,CONSERVADOR,2024-09-28,2024-09-28 15:52:48,2024-09-28 15:52:48
1181,5159,ARROJADO,2026-05-26,2026-05-26 14:48:03,2026-05-26 14:48:03
1182,5160,MODERADO,2024-12-02,2024-12-02 10:29:11,2024-12-02 10:29:11
1183,5161,CONSERVADOR,2025-12-24,2025-12-24 08:35:41,2025-12-24 08:35:41
1184,5162,MODERADO,2024-04-08,2024-04-08 15:12:09,2024-04-08 15:12:09
1185,5163,CONSERVADOR,2026-01-20,2026-01-20 13:04:33,2026-01-20 13:04:33
1186,5163,ARROJADO,2026-06-27,2026-06-27 17:57:45,2026-06-27 17:57:45
1187,5164,CONSERVADOR,2026-06-22,2026-06-22 09:35:42,2026-06-22 09:35:42
1188,5165,CONSERVADOR,2025-11-16,2025-11-16 16:07:20,2025-11-16 16:07:20
1189,5166,CONSERVADOR,2023-02-06,2023-02-06 11:10:32,2023-02-06 11:10:32
1190,5167,ARROJADO,2025-09-25,2025-09-25 16:26:05,2025-09-25 16:26:05
1191,5168,MODERADO,2026-04-10,2026-04-10 15:27:51,2026-04-10 15:27:51
1192,5169,CONSERVADOR,2023-04-23,2023-04-23 13:10:01,2023-04-23 13:10:01
1193,5170,ARROJADO,2024-11-27,2024-11-27 11:40:44,2024-11-27 11:40:44
1194,5171,CONSERVADOR,2024-09-15,2024-09-15 10:13:06,2024-09-15 10:13:06
1195,5172,CONSERVADOR,2023-11-19,2023-11-19 16:47:15,2023-11-19 16:47:15
1196,5172,CONSERVADOR,2023-05-07,2023-05-07 16:34:30,2023-05-07 16:34:30
1197,5173,CONSERVADOR,2023-11-23,2023-11-23 11:52:26,2023-11-23 11:52:26
1198,5174,MODERADO,2023-11-28,2023-11-28 11:37:33,2023-11-28 11:37:33
1199,5175,CONSERVADOR,2024-12-26,2024-12-26 09:36:50,2024-12-26 09:36:50
1200,5176,MODERADO,2023-04-10,2023-04-10 15:48:04,2023-04-10 15:48:04
1201,5177,MODERADO,2024-02-19,2024-02-19 14:56:35,2024-02-19 14:56:35
1202,5178,MODERADO,2024-06-28,2024-06-28 10:26:47,2024-06-28 10:26:47
1203,5179,CONSERVADOR,2024-03-03,2024-03-03 18:10:22,2024-03-03 18:10:22
1204,5180,MODERADO,2023-01-27,2023-01-27 16:25:23,2023-01-27 16:25:23
1205,5180,MODERADO,2024-10-22,2024-10-22 13:26:22,2024-10-22 13:26:22
1206,5181,MODERADO,2025-08-01,2025-08-01 10:19:47,2025-08-01 10:19:47
1207,5182,MODERADO,2025-03-29,2025-03-29 18:57:41,2025-03-29 18:57:41
1208,5183,CONSERVADOR,2024-03-11,2024-03-11 10:58:59,2024-03-11 10:58:59
1209,5184,ARROJADO,2024-01-31,2024-01-31 08:23:59,2024-01-31 08:23:59
1210,5185,CONSERVADOR,2023-02-18,2023-02-18 11:48:32,2023-02-18 11:48:32
1211,5185,CONSERVADOR,2024-06-27,2024-06-27 08:56:07,2024-06-27 08:56:07
1212,5186,ARROJADO,2024-12-17,2024-12-17 15:03:03,2024-12-17 15:03:03
1213,5187,ARROJADO,2024-11-25,2024-11-25 08:58:40,2024-11-25 08:58:40
1214,5188,MODERADO,2024-06-26,2024-06-26 14:43:33,2024-06-26 14:43:33
1215,5189,CONSERVADOR,2024-05-06,2024-05-06 14:17:30,2024-05-06 14:17:30
1216,5190,ARROJADO,2025-03-05,2025-03-05 09:20:11,2025-03-05 09:20:11
1217,5191,CONSERVADOR,2026-04-22,2026-04-22 10:48:07,2026-04-22 10:48:07
1218,5192,CONSERVADOR,2025-06-23,2025-06-23 09:28:04,2025-06-23 09:28:04
1219,5193,CONSERVADOR,2025-04-09,2025-04-09 11:17:28,2025-04-09 11:17:28
1220,5194,CONSERVADOR,2025-05-08,2025-05-08 11:11:23,2025-05-08 11:11:23
1221,5195,ARROJADO,2023-04-16,2023-04-16 17:26:21,2023-04-16 17:26:21
1222,5196,ARROJADO,2026-06-15,2026-06-15 15:02:48,2026-06-15 15:02:48
1223,5197,MODERADO,2023-01-04,2023-01-04 14:37:41,2023-01-04 14:37:41
1224,5197,CONSERVADOR,2026-02-27,2026-02-27 18:52:54,2026-02-27 18:52:54
1225,5198,CONSERVADOR,2024-09-06,2024-09-06 12:36:37,2024-09-06 12:36:37
1226,5199,ARROJADO,2025-10-29,2025-10-29 17:50:49,2025-10-29 17:50:49
1227,5200,MODERADO,2023-11-09,2023-11-09 10:34:02,2023-11-09 10:34:02
1228,5201,CONSERVADOR,2023-12-03,2023-12-03 13:23:11,2023-12-03 13:23:11
1229,5202,MODERADO,2026-05-25,2026-05-25 13:48:54,2026-05-25 13:48:54
1230,5203,MODERADO,2026-05-01,2026-05-01 13:15:01,2026-05-01 13:15:01
1231,5204,CONSERVADOR,2024-08-19,2024-08-19 11:58:06,2024-08-19 11:58:06
1232,5205,MODERADO,2024-12-17,2024-12-17 18:56:11,2024-12-17 18:56:11
1233,5205,ARROJADO,2023-03-28,2023-03-28 08:51:34,2023-03-28 08:51:34
1234,5206,ARROJADO,2026-01-14,2026-01-14 16:29:13,2026-01-14 16:29:13
1235,5207,CONSERVADOR,2023-02-24,2023-02-24 11:04:39,2023-02-24 11:04:39
1236,5208,MODERADO,2025-07-13,2025-07-13 08:49:52,2025-07-13 08:49:52
1237,5209,CONSERVADOR,2025-08-12,2025-08-12 13:09:14,2025-08-12 13:09:14
1238,5210,ARROJADO,2023-08-12,2023-08-12 14:48:29,2023-08-12 14:48:29
1239,5210,MODERADO,2026-07-12,2026-07-12 11:14:50,2026-07-12 11:14:50
1240,5211,CONSERVADOR,2024-03-07,2024-03-07 12:10:57,2024-03-07 12:10:57
1241,5212,ARROJADO,2023-06-04,2023-06-04 16:14:43,2023-06-04 16:14:43
1242,5213,CONSERVADOR,2025-07-13,2025-07-13 18:50:27,2025-07-13 18:50:27
1243,5214,MODERADO,2024-07-25,2024-07-25 17:02:25,2024-07-25 17:02:25
1244,5215,ARROJADO,2025-07-03,2025-07-03 18:55:03,2025-07-03 18:55:03
1245,5216,CONSERVADOR,2023-05-29,2023-05-29 12:36:47,2023-05-29 12:36:47
1246,5217,CONSERVADOR,2024-04-07,2024-04-07 12:14:52,2024-04-07 12:14:52
1247,5218,MODERADO,2026-01-16,2026-01-16 11:06:37,2026-01-16 11:06:37
1248,5219,MODERADO,2025-02-15,2025-02-15 16:10:53,2025-02-15 16:10:53
1249,5220,ARROJADO,2024-10-12,2024-10-12 15:42:01,2024-10-12 15:42:01
1250,5221,CONSERVADOR,2025-01-14,2025-01-14 14:13:26,2025-01-14 14:13:26
1251,5222,CONSERVADOR,2026-01-15,2026-01-15 08:26:41,2026-01-15 08:26:41
1252,5223,CONSERVADOR,2026-01-09,2026-01-09 11:34:46,2026-01-09 11:34:46
1253,5224,MODERADO,2024-08-11,2024-08-11 13:35:00,2024-08-11 13:35:00
1254,5225,CONSERVADOR,2026-01-27,2026-01-27 16:27:38,2026-01-27 16:27:38
1255,5226,MODERADO,2024-09-01,2024-09-01 13:12:57,2024-09-01 13:12:57
1256,5227,CONSERVADOR,2023-05-17,2023-05-17 18:58:06,2023-05-17 18:58:06
1257,5228,CONSERVADOR,2026-07-13,2026-07-13 16:28:54,2026-07-13 16:28:54
1258,5229,ARROJADO,2025-01-04,2025-01-04 14:40:06,2025-01-04 14:40:06
1259,5229,MODERADO,2024-08-05,2024-08-05 10:53:40,2024-08-05 10:53:40
1260,5230,CONSERVADOR,2025-01-25,2025-01-25 12:51:22,2025-01-25 12:51:22
1261,5231,CONSERVADOR,2024-06-18,2024-06-18 14:58:13,2024-06-18 14:58:13
1262,5231,MODERADO,2024-06-21,2024-06-21 08:14:39,2024-06-21 08:14:39
1263,5232,ARROJADO,2025-02-28,2025-02-28 12:15:48,2025-02-28 12:15:48
1264,5233,CONSERVADOR,2023-03-15,2023-03-15 08:18:51,2023-03-15 08:18:51
1265,5234,MODERADO,2024-10-02,2024-10-02 15:26:59,2024-10-02 15:26:59
1266,5235,ARROJADO,2025-10-26,2025-10-26 11:40:00,2025-10-26 11:40:00
1267,5236,ARROJADO,2023-03-28,2023-03-28 16:29:18,2023-03-28 16:29:18
1268,5237,CONSERVADOR,2024-03-26,2024-03-26 13:26:39,2024-03-26 13:26:39
1269,5238,CONSERVADOR,2025-03-03,2025-03-03 10:06:37,2025-03-03 10:06:37
1270,5239,CONSERVADOR,2025-11-14,2025-11-14 17:41:50,2025-11-14 17:41:50
1271,5240,CONSERVADOR,2025-03-01,2025-03-01 18:53:34,2025-03-01 18:53:34
1272,5241,CONSERVADOR,2025-07-12,2025-07-12 15:59:57,2025-07-12 15:59:57
1273,5242,CONSERVADOR,2023-01-15,2023-01-15 17:03:04,2023-01-15 17:03:04
1274,5243,MODERADO,2025-03-19,2025-03-19 13:47:23,2025-03-19 13:47:23
1275,5244,ARROJADO,2026-03-23,2026-03-23 10:09:05,2026-03-23 10:09:05
1276,5245,CONSERVADOR,2023-11-05,2023-11-05 12:45:25,2023-11-05 12:45:25
1277,5245,MODERADO,2025-02-01,2025-02-01 14:24:11,2025-02-01 14:24:11
1278,5246,CONSERVADOR,2023-02-03,2023-02-03 11:04:48,2023-02-03 11:04:48
1279,5247,MODERADO,2026-01-08,2026-01-08 10:13:57,2026-01-08 10:13:57
1280,5247,CONSERVADOR,2024-04-01,2024-04-01 16:21:19,2024-04-01 16:21:19
1281,5248,MODERADO,2024-07-12,2024-07-12 17:21:04,2024-07-12 17:21:04
1282,5248,MODERADO,2023-05-11,2023-05-11 15:51:38,2023-05-11 15:51:38
1283,5249,CONSERVADOR,2024-11-26,2024-11-26 10:14:40,2024-11-26 10:14:40
1284,5249,ARROJADO,2024-10-13,2024-10-13 08:01:46,2024-10-13 08:01:46
1285,5250,ARROJADO,2024-03-07,2024-03-07 08:15:23,2024-03-07 08:15:23
1286,5251,CONSERVADOR,2024-10-12,2024-10-12 15:59:55,2024-10-12 15:59:55
1287,5252,MODERADO,2023-10-25,2023-10-25 10:44:18,2023-10-25 10:44:18
1288,5253,CONSERVADOR,2024-04-02,2024-04-02 15:10:50,2024-04-02 15:10:50
1289,5254,CONSERVADOR,2023-03-07,2023-03-07 16:17:02,2023-03-07 16:17:02
1290,5255,CONSERVADOR,2023-06-30,2023-06-30 09:09:23,2023-06-30 09:09:23
1291,5256,CONSERVADOR,2024-01-07,2024-01-07 12:46:44,2024-01-07 12:46:44
1292,5257,ARROJADO,2025-12-17,2025-12-17 18:48:22,2025-12-17 18:48:22
1293,5258,MODERADO,2023-10-28,2023-10-28 16:53:20,2023-10-28 16:53:20
1294,5258,MODERADO,2025-07-22,2025-07-22 08:23:22,2025-07-22 08:23:22
1295,5259,MODERADO,2025-08-02,2025-08-02 10:55:42,2025-08-02 10:55:42
1296,5260,CONSERVADOR,2023-06-19,2023-06-19 09:24:18,2023-06-19 09:24:18
1297,5261,CONSERVADOR,2024-08-21,2024-08-21 12:42:31,2024-08-21 12:42:31
1298,5262,CONSERVADOR,2024-04-20,2024-04-20 10:58:45,2024-04-20 10:58:45
